user_id,username,name,location,z_score,post_id,text,created_at,lang,avg_tweet_len,avg_hashtags,avg_links,avg_mentions,std_tweet_len,avg_time_gap,std_time_gap,min_time_gap,meta_tweet_count,meta_z_score
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,54fec47e-3c18-a17a-9bee-668cf14d18c2,Ko y’a rien à voir https://t.co/twitter_link,2024-03-16 00:00:15+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,7657ab3a-57eb-95a4-9361-36834b4e5fb8,Bah mettez du citron de la mayonnaise fin jsp vous assaisonnez pas vos plats ou quoi mdrrr https://t.co/twitter_link,2024-03-16 00:12:43+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,2cb1ae3e-4b51-99f8-897e-e747b1befc90,"Ils se sont fait insulter leur mère pendant des années + des gens sont venus devant le domicile d’un des deux pour l’insulter et lui dire de dégager + des banderoles « enfin débarrassé de la saleté » mais ils devraient supporter le psg ? 

Mdrrrrrr c’est l’asile ici https://t.co/twitter_link",2024-03-16 00:27:32+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,306e0404-0023-8d3d-8e26-e4ab93a2dc70,Messi devrait supporter le psg (2 saisons jouées en 20 ans) plutôt que le club de sa vie dans lequel il a grandit et tout gagné https://t.co/twitter_link,2024-03-16 00:29:24+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,f16e886b-f071-ba3d-adf0-45a5d4ab2190,Tu veux prendre une revanche avec une équipe dans laquelle un seul joueur a vécu la remontada ptdrrrrr https://t.co/twitter_link,2024-03-16 10:04:48+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,609b12e8-f6c7-afb5-97dc-f5defd41eba7,Les MC s’attardaient moins sur les samples https://t.co/twitter_link https://t.co/twitter_link,2024-03-16 10:16:44+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,cd17b051-6438-bb52-874d-00883011d39e,Il manque la meilleure la https://t.co/twitter_link https://t.co/twitter_link,2024-03-16 10:19:37+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,324da01e-b412-ad63-960f-7b9aad6d1074,On appelle ça des cons https://t.co/twitter_link,2024-03-16 10:24:26+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,d02fc3b4-794d-85e6-a400-d3eec686851d,Ce soir là Neymar jouait sous fluide d’Akilian https://t.co/twitter_link,2024-03-16 10:29:02+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,5ac31906-d38b-a823-bfb9-264b887073e7,C’est une des pires artistes que j’ai pu écouter https://t.co/twitter_link,2024-03-16 10:47:58+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,27360021-16cd-970f-9741-da31b74a25e8,L’appart sans aucune âme wow https://t.co/twitter_link,2024-03-16 11:55:37+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,cca4b03a-3b94-9869-a0bd-635021f0c10a,C’est quoi ce truc https://t.co/twitter_link,2024-03-16 12:09:49+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,378e8a15-62e2-b7c1-80fc-220853220873,C’est un classique des films de Kaiju et un classique du cinéma par la même occasion https://t.co/twitter_link,2024-03-16 12:56:24+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,af8a111c-ddcb-bf25-8ced-9f3af533c3de,Le boss https://t.co/twitter_link,2024-03-16 13:12:20+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,1c95fab2-4bec-9412-a985-01a7cb521343,Que des maillots décathlon j’suis choqué la vitesse qu’Adidas et Puma mettent à Nike https://t.co/twitter_link,2024-03-16 13:32:20+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,7d0e7d32-bea4-86ea-a682-5d8808360083,Pourquoi lire alors que tu peux juste te poser et regarder la vue toute la journée https://t.co/twitter_link,2024-03-16 14:33:19+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,2654f556-5822-8091-8ee7-f3c0636f8348,"T’as une vie de famille, un emploi à responsabilité et t’oublies un bagage dans les transports",2024-03-16 15:06:49+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
24eb77bc-bd39-804f-9b9c-dcb26a5a297b,10sio_,Robinho 🇧🇷🇮🇹,Ig : robinho.art,2.3468977969013243,e304c450-ba5e-a4a2-bb3b-c0851a3761dc,J’ai pris la décision de juste insulter les gens qui chient sur la VF mdrr ça sert à rien de débattre avec eux ils sont juste de mauvaise foi https://t.co/twitter_link,2024-03-16 15:12:34+00:00,fr,92.25974025974025,0.0,0.7662337662337663,0.0,48.116197786247945,2267.907894736842,6190.432696083275,21.0,77,2.3468977969013243
